vehicle_number,vehicle_type,violation_count,last_seen,most_common_area,most_common_violations
FKN00GL197624,CAR,2,2024-01-14 06:22:46+00:00,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens",NO PARKING
FKN00GL197622,CAR,2,2024-01-14 06:22:46+00:00,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens",NO PARKING
FKN00GL197612,SCOOTER,2,2024-01-15 06:31:46+00:00,"Padmabhushan Dr RK Srikantan Road, VV Giri Colony, Seshadripuram",WRONG PARKING
FKN00GL197607,PASSENGER AUTO,2,2024-01-25 02:26:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING | REFUSE TO GO FOR HIRE
FKN00GL197597,SCOOTER,2,2024-01-20 03:16:46+00:00,"7th Cross Road, City Market Circle, Bengaluru",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL148760,PASSENGER AUTO,2,2023-12-13 20:09:46+00:00,"Railway Station Road, Majestic Circle, Majestic",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL197679,LGV,2,2024-01-15 22:41:46+00:00,"Netaji Road, Sri Ramakrishnappa Circle, Frazer Town",WRONG PARKING | NO PARKING
FKN00GL197054,CAR,2,2024-03-24 04:05:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL197047,PASSENGER AUTO,2,2024-01-14 01:09:46+00:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL197013,CAR,2,2024-01-16 02:19:46+00:00,"Marthalli Ring Road, Shilpitha Tech Park, Kariyammana Agrahara",NO PARKING
FKN00GL197012,SCOOTER,2,2024-01-16 02:16:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",WRONG PARKING
FKN00GL19701,CAR,2,2024-02-05 03:15:46+00:00,"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout",NO PARKING
FKN00GL1970,LGV,2,2024-03-15 05:47:46+00:00,"80 Feet Road, Block 2, Armane Nagar",WRONG PARKING
FKN00GL19699,PASSENGER AUTO,2,2024-03-24 05:21:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL196988,SCOOTER,2,2024-01-18 23:54:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING
FKN00GL148789,MOTOR CYCLE,2,2023-12-13 19:59:46+00:00,"Jakkur Main Road, Raitarasanthe, Nehru Nagar",NO PARKING | WRONG PARKING
FKN00GL148830,PASSENGER AUTO,2,2023-12-13 20:10:46+00:00,"Rao Bahadur DGT Road, Majestic Circle, Majestic",NO PARKING
FKN00GL148834,SCOOTER,2,2023-12-13 23:28:46+00:00,"17th Cross Road, Vijaya Nagar, Bengaluru",WRONG PARKING
FKN00GL19688,CAR,2,2024-02-05 04:36:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL196851,CAR,2,2024-01-13 22:40:46+00:00,"Diagonal Road, Shri Vinayaka Circle, Jayanagar",NO PARKING
FKN00GL19682,MOTOR CYCLE,2,2024-03-12 03:55:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",WRONG PARKING
FKN00GL14884,SCOOTER,2,2024-03-12 05:16:46+00:00,"Avenxo Labs Private Limited, 24/2, Begur Road",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL196768,PASSENGER AUTO,2,2024-03-24 23:08:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING
FKN00GL196761,SCOOTER,2,2024-01-13 22:39:46+00:00,"Ferns City Road, Doddanekundi, Bengaluru",NO PARKING
FKN00GL196899,SCOOTER,2,2024-01-16 01:35:46+00:00,"ITPL Main Road, Vijetha Lapis Lazati, Brookefield",WRONG PARKING
FKN00GL197299,MOTOR CYCLE,2,2024-01-17 05:09:46+00:00,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout",WRONG PARKING
FKN00GL1488,CAR,2,2024-04-07 04:25:46+00:00,"Palace Road, Mysore Bank Circle, Chickpete",WRONG PARKING
FKN00GL197268,PASSENGER AUTO,2,2024-03-08 03:05:46+00:00,"AS Char Main Road, Santhusapete, Chickpete",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL197265,SCOOTER,2,2024-01-14 02:50:46+00:00,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar",NO PARKING
FKN00GL19726,MOTOR CYCLE,2,2024-03-18 03:59:46+00:00,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL197250,MOTOR CYCLE,2,2024-01-14 04:11:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL197249,SCOOTER,2,2024-01-14 02:54:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL197216,CAR,2,2024-01-15 03:04:46+00:00,"17th Main Road, KPTCL Quarters, Block 2",WRONG PARKING
FKN00GL197110,CAR,2,2024-01-14 00:38:46+00:00,"CV Raman Road, Samvidhana Circle, Malleshwaram West",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL19721,SCOOTER,2,2024-03-21 03:42:46+00:00,"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram",NO PARKING
FKN00GL148800,SCOOTER,2,2024-01-20 06:24:46+00:00,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura",NO PARKING | WRONG PARKING
FKN00GL197195,MOTOR CYCLE,2,2024-01-15 03:10:46+00:00,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING
FKN00GL197194,SCOOTER,2,2024-01-15 03:10:46+00:00,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING
FKN00GL197191,SCOOTER,2,2024-01-16 00:20:46+00:00,"Andree Road, Bheemanna Garden, Shanti Nagar",NO PARKING | WRONG PARKING
FKN00GL197190,SCOOTER,2,2024-01-14 02:56:46+00:00,"Avenue Road, City Market Circle, Bengaluru",NO PARKING
FKN00GL14881,MOTOR CYCLE,2,2024-03-12 05:15:46+00:00,"Begur Main Road, Vivekananda Circle, Bommanahalli",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL197170,SCOOTER,2,2024-01-16 21:29:46+00:00,"4th Cross Road, Stage 3, Indiranagar",NO PARKING
FKN00GL197165,PASSENGER AUTO,2,2024-01-14 01:43:46+00:00,"Golf Avenue Road, Muniallappa Garden, Kodihalli",NO PARKING
FKN00GL197211,SCOOTER,2,2024-01-14 02:44:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL148690,SCOOTER,2,2023-12-13 21:14:46+00:00,"Jakkur Main Road, Raitarasanthe, Nehru Nagar",NO PARKING | DEFECTIVE NUMBER PLATE | WRONG PARKING
FKN00GL198677,CAR,2,2024-01-20 05:14:46+00:00,"Chord Road, Shivanahalli Junction, Rajaji Nagar",NO PARKING
FKN00GL198628,CAR,2,2024-01-20 00:14:46+00:00,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar",NO PARKING | WRONG PARKING
FKN00GL198602,PASSENGER AUTO,2,2024-01-16 22:50:46+00:00,"Outer Ring Road, Bellandur Junction, Bellandur",WRONG PARKING | NO PARKING
FKN00GL1986,CAR,2,2024-03-15 05:00:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING
FKN00GL198590,SCOOTER,2,2024-01-16 23:52:46+00:00,"Ambalipura Main Road, Bellandur Junction, Bellandur",DEFECTIVE NUMBER PLATE | NO PARKING | WRONG PARKING
FKN00GL198571,CAR,2,2024-01-16 22:56:46+00:00,"Ambalipura Main Road, Bellandur Junction, Bellandur",WRONG PARKING | NO PARKING
FKN00GL198552,CAR,2,2024-01-18 21:52:46+00:00,"Allahabad Bank, 2, Kempegowda Road",NO PARKING | PARKING ON FOOTPATH | PARKING IN A MAIN ROAD
FKN00GL197829,MOTOR CYCLE,2,2024-01-14 05:36:46+00:00,"1st Cross Road, Mallige Thotta, Cholurpalya",NO PARKING
FKN00GL198541,CAR,2,2024-01-16 23:39:46+00:00,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL198533,CAR,2,2024-01-18 00:58:46+00:00,"Bannerghatta Main Road, Adarsh Rhythm, Panduranga Nagar",NO PARKING
FKN00GL19849,PASSENGER AUTO,2,2024-02-25 06:21:46+00:00,"7th Main Road, Vijaya Nagar, Bengaluru",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL198480,MOTOR CYCLE,2,2024-01-17 22:35:46+00:00,"Kadidal Manjappa Road, Bheemanna Garden, Shanti Nagar",NO PARKING
FKN00GL198477,PASSENGER AUTO,2,2024-01-16 22:40:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING
FKN00GL198474,PASSENGER AUTO,2,2024-01-16 22:40:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING
FKN00GL198434,CAR,2,2024-03-28 19:23:46+00:00,"MR Lane, Dodpete, Nagartapete",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL148697,CAR,2,2023-12-14 00:24:46+00:00,"Jasma Devi Bhavan Road, Rajiv Gandhi Colony, Shivaji Nagar",WRONG PARKING
FKN00GL198549,SCOOTER,2,2024-01-16 23:25:46+00:00,"Byatarayanapura, Bengaluru North City Corporation, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL198912,SCOOTER,2,2024-01-18 00:49:46+00:00,"Kennametal, Manjunatha Nagar, Bengaluru North City Corporation",NO PARKING
FKN00GL19890,SCOOTER,2,2024-02-05 04:22:46+00:00,"3rd A Cross Road, East Colony, Yelahanka",NO PARKING | WRONG PARKING
FKN00GL148651,LGV,2,2023-12-13 03:47:46+00:00,"Dickenson Cross Road, Sivanchetti Gardens, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL198885,CAR,2,2024-01-19 04:47:46+00:00,"7th Cross Road, Prakash Nagar, Bengaluru",WRONG PARKING
FKN00GL198867,SCOOTER,2,2024-01-24 00:48:46+00:00,"Avenue Road, Medarpet, Nagartapete",WRONG PARKING
FKN00GL19886,MOTOR CYCLE,2,2024-03-24 05:09:46+00:00,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL19884,SCOOTER,2,2024-03-22 20:36:46+00:00,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL198835,CAR,2,2024-01-18 03:58:46+00:00,"Dharmambudi Kere Road, Balepet Circle, Chickpete",WRONG PARKING | PARKING ON FOOTPATH
FKN00GL198696,CAR,2,2024-01-16 20:44:46+00:00,"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING
FKN00GL148670,PASSENGER AUTO,2,2024-01-05 04:09:46+00:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar",WRONG PARKING
FKN00GL198796,CAR,2,2024-01-29 22:38:46+00:00,"Nettakallappa Circle, Nattakallappa Circle, Basavanagudi",NO PARKING
FKN00GL198764,LORRY/GOODS VEHICLE,2,2024-01-16 08:10:46+00:00,"15th Cross Road, Block D, Sahakara Nagar",PARKING NEAR ROAD CROSSING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL198762,CAR,2,2024-01-16 07:39:46+00:00,"Kodigehalli Main Road, Brigade Opus, Hebbal",WRONG PARKING
FKN00GL148680,SCOOTER,2,2023-12-13 21:15:46+00:00,"Jakkur Main Road, Raitarasanthe, Nehru Nagar",NO PARKING | WRONG PARKING
FKN00GL148686,SCOOTER,2,2023-12-15 23:15:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING
FKN00GL198741,CAR,2,2024-01-16 08:24:46+00:00,"20th Main Road, Block G, Sahakara Nagar",WRONG PARKING
FKN00GL198738,CAR,2,2024-01-16 08:17:46+00:00,"20th Main Road, GEF Block, Industrial Town",WRONG PARKING | PARKING NEAR ROAD CROSSING
FKN00GL198736,MOTOR CYCLE,2,2024-01-18 00:35:46+00:00,"Nettakallappa Circle, Nattakallappa Circle, Basavanagudi",NO PARKING
FKN00GL198829,SCOOTER,2,2024-01-19 07:08:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING | WRONG PARKING
FKN00GL19808,CAR,2,2024-02-29 04:57:46+00:00,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2",WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC | PARKING IN A MAIN ROAD
FKN00GL198001,MOTOR CYCLE,2,2024-01-14 05:55:46+00:00,"Hospital Cross Road, Tasker Town, Shivaji Nagar",NO PARKING
FKN00GL148716,CAR,2,2023-12-13 19:32:46+00:00,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL197987,SCOOTER,2,2024-01-14 05:53:46+00:00,"Kamaraj Road, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL197982,MOTOR CYCLE,2,2024-01-14 06:01:46+00:00,"6th Main Road, RK Puram, Gandhi Nagar",NO PARKING
FKN00GL197979,SCOOTER,2,2024-01-15 21:49:46+00:00,"Anand Nagar Colony, Hebbal, Bengaluru North City Corporation",NO PARKING
FKN00GL197964,PASSENGER AUTO,2,2024-01-22 06:23:46+00:00,"2nd Main Road, Phoenix Marketcity, Dyavasandra Industrial Estate Phase 2",NO PARKING
FKN00GL197961,CAR,2,2024-01-22 04:57:46+00:00,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli",NO PARKING
FKN00GL198423,CAR,2,2024-01-21 00:11:46+00:00,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL197934,SCOOTER,2,2024-01-14 06:18:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING
FKN00GL197900,CAR,2,2024-01-14 06:23:46+00:00,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens",NO PARKING
FKN00GL197882,CAR,2,2024-01-14 06:31:46+00:00,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens",NO PARKING
FKN00GL197875,CAR,2,2024-01-14 06:25:46+00:00,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens",NO PARKING
FKN00GL197869,PASSENGER AUTO,2,2024-01-21 03:45:46+00:00,"AS Char Main Road, Chanda Nagar, Sultanpete",NO PARKING
FKN00GL197852,PASSENGER AUTO,2,2024-01-18 20:32:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL148722,CAR,2,2023-12-13 02:36:46+00:00,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL19784,LGV,2,2024-03-12 19:23:46+00:00,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL19794,SCOOTER,2,2024-02-05 03:38:46+00:00,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar",NO PARKING
FKN00GL198419,CAR,2,2024-01-17 22:18:46+00:00,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya",WRONG PARKING
FKN00GL198405,FACTORY BUS,2,2024-01-17 21:11:46+00:00,"Hosur Road, HAL Layout, Bengaluru",WRONG PARKING
FKN00GL198398,SCOOTER,2,2024-03-13 06:12:46+00:00,"60 Feet Road, Sapthagiri, Vijaya Nagar North",NO PARKING | WRONG PARKING
FKN00GL198388,OTHERS,2,2024-01-16 22:40:46+00:00,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL198372,PASSENGER AUTO,2,2024-01-18 00:00:46+00:00,"Palace Road, Fair Field Layout, High Grounds",NO PARKING
FKN00GL198368,MOTOR CYCLE,2,2024-01-16 21:11:46+00:00,"Seshadri Road, Anand Rao Circle, Gandhi Nagar",WRONG PARKING
FKN00GL198361,CAR,2,2024-01-17 23:41:46+00:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West",NO PARKING | WRONG PARKING
FKN00GL198354,CAR,2,2024-01-16 22:10:46+00:00,"Jeevan Bhima Nagar Main Road, Sector 11, LIC Colony",PARKING NEAR ROAD CROSSING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL198150,MOTOR CYCLE,2,2023-11-30 08:00:46+00:00,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension",NO PARKING
FKN00GL198341,MOTOR CYCLE,2,2024-01-17 01:00:46+00:00,"Avenue Road, Mysore Bank Circle, Chickpete",WRONG PARKING
FKN00GL198338,CAR,2,2024-01-18 01:35:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL198334,CAR,2,2024-01-22 21:29:46+00:00,"Old Tharagupete Cross Road, Suraj Junction, Chickpete",WRONG PARKING
FKN00GL198312,SCOOTER,2,2024-01-18 22:38:46+00:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar",WRONG PARKING
FKN00GL148706,CAR,2,2023-12-12 00:52:46+00:00,"8th Cross Road, RR Palace, Malleshwaram",NO PARKING | WRONG PARKING
FKN00GL198257,PASSENGER AUTO,2,2024-03-24 06:19:46+00:00,"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar",NO PARKING
FKN00GL198216,PASSENGER AUTO,2,2024-03-08 05:57:46+00:00,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL198182,SCOOTER,2,2024-01-17 23:31:46+00:00,"Coles Road, Silver Enclave, Frazer Town",NO PARKING
FKN00GL19818,SCOOTER,2,2024-04-08 06:52:46+00:00,"Dr Rajgopal Road, Amar Jyothi Layout, Sanjay Nagar",WRONG PARKING
FKN00GL198342,MOTOR CYCLE,2,2024-01-16 21:28:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL23216,SCOOTER,2,2024-02-06 21:50:46+00:00,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar",NO PARKING
FKN00GL143289,CAR,2,2024-01-16 04:33:46+00:00,"Devarabisanahalli Road, Shilpitha Tech Park, Kariyammana Agrahara",NO PARKING | WRONG PARKING
FKN00GL232103,CAR,2,2024-03-14 05:29:46+00:00,"80 Feet Road, Havanur Circle, Basaveshwara Nagar",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL143294,MOTOR CYCLE,2,2023-12-09 03:22:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL23204,SCOOTER,2,2024-02-06 21:39:46+00:00,"1st Cross Road, Kumar Park, Vasant Nagar",WRONG PARKING
FKN00GL23202,GOODS AUTO,2,2024-02-28 21:03:46+00:00,"3rd Main Road, Kalasipalyam New Extension, Bengaluru",WRONG PARKING
FKN00GL143296,SCOOTER,2,2023-12-09 03:21:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL14330,SCOOTER,2,2024-04-04 05:58:46+00:00,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL21172,SCOOTER,2,2024-03-12 05:08:46+00:00,"Kengeri Main Road, Block 11, Marilingappa Layout",NO PARKING
FKN00GL143308,SCOOTER,2,2024-01-02 05:01:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL23187,PASSENGER AUTO,2,2024-03-06 20:27:46+00:00,"4th Cross Road, Kalasipalyam New Extension, Bengaluru",WRONG PARKING
FKN00GL23184,CAR,2,2024-02-06 21:41:46+00:00,"60 Feet Main Road, Brigade Tech Gardens, Brookefield",WRONG PARKING
FKN00GL23181,MOTOR CYCLE,2,2024-03-29 23:51:46+00:00,"1st Cross Road, Salarpuria Sattva Supreme, Marathahalli Village",WRONG PARKING
FKN00GL23176,SCOOTER,2,2024-02-06 21:36:46+00:00,"Palace Road, Kumar Park, Vasant Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL231758,MOTOR CYCLE,2,2024-03-14 06:07:46+00:00,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL231757,SCOOTER,2,2024-03-14 06:07:46+00:00,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL23173,PASSENGER AUTO,2,2024-03-30 07:02:46+00:00,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",WRONG PARKING
FKN00GL143301,MOTOR CYCLE,2,2023-12-10 00:20:46+00:00,"North Anjaneya Temple Road, Gandhi Bazar Circle, Basavanagudi",NO PARKING
FKN00GL143075,SCOOTER,2,2023-12-13 23:10:46+00:00,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli",NO PARKING
FKN00GL232646,CAR,2,2023-11-24 02:52:46+00:00,"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL143078,MAXI-CAB,2,2023-11-28 00:23:46+00:00,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL14312,CAR,2,2024-01-24 02:26:46+00:00,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar",WRONG PARKING
FKN00GL23248,SCOOTER,2,2024-03-28 05:39:46+00:00,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout",WRONG PARKING | NO PARKING
FKN00GL23243,SCOOTER,2,2024-02-07 00:03:46+00:00,"100 Feet Road, Sri Krishnappa Layout, Indiranagar",PARKING ON FOOTPATH | NO PARKING
FKN00GL23241,PASSENGER AUTO,2,2024-03-30 05:35:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL143121,CAR,2,2023-11-20 03:39:46+00:00,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara",NO PARKING
FKN00GL143246,GOODS AUTO,2,2024-01-11 23:16:46+00:00,"1st Main Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING
FKN00GL232377,CAR,2,2023-11-30 22:33:46+00:00,"8th Cross Road, Rajath Greens, Block 5 Stage 1",NO PARKING
FKN00GL143204,CAR,2,2023-12-09 08:07:46+00:00,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL143210,SCOOTER,2,2024-01-01 01:01:46+00:00,"4th Main Road, Shakambari Nagar, JP Nagar Phase 1",NO PARKING
FKN00GL232284,MOTOR CYCLE,2,2023-11-30 23:51:46+00:00,"Bannerghatta Main Road, Royal Meenakshi Mall, Hulimavu",WRONG PARKING
FKN00GL23227,PASSENGER AUTO,2,2024-02-05 21:22:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL143231,BUS (BMTC/KSRTC),2,2023-12-20 22:17:46+00:00,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL23219,CAR,2,2024-02-16 08:12:46+00:00,"St Johns Road, Prestige Lexington Towers, Sadduguntepalya",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL14324,MOTOR CYCLE,2,2024-02-09 23:06:46+00:00,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar",WRONG PARKING
FKN00GL23239,MOTOR CYCLE,2,2024-03-29 23:52:46+00:00,"1st Cross Road, Manuvana, Vijaya Nagar",NO PARKING
FKN00GL23089,CAR,2,2024-02-06 20:41:46+00:00,"Doddakannelli Road, Mayfair Anthem, Bhoganahalli",NO PARKING | DEFECTIVE NUMBER PLATE | WRONG PARKING
FKN00GL23087,CAR,2,2024-03-23 22:41:46+00:00,"10th Main Road, ESI Hospital Junction, Rajaji Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL23085,SCOOTER,2,2024-03-30 05:36:46+00:00,"GP Rajarathnam Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL23083,CAR,2,2024-02-06 20:41:46+00:00,"Outer Ring Road, Bellandur, Bengaluru",NO PARKING | USING BLACK FILM/OTHER MATERIALS
FKN00GL143445,PASSENGER AUTO,2,2023-12-24 21:32:46+00:00,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area",WRONG PARKING
FKN00GL143450,SCOOTER,2,2024-01-10 05:27:46+00:00,"Cronwell Road, Vaswani Centropolis, Bheemanna Garden",WRONG PARKING | NO PARKING
FKN00GL230792,SCOOTER,2,2023-11-29 02:53:46+00:00,"Bellary Road, IAH and VB Quarters, UAS Campus",NO PARKING
FKN00GL143457,MOTOR CYCLE,2,2023-12-17 03:02:46+00:00,"80 Feet Ring Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar",WRONG PARKING
FKN00GL23171,CAR,2,2024-03-30 05:36:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL230754,PASSENGER AUTO,2,2023-11-29 03:36:46+00:00,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension",WRONG PARKING
FKN00GL230726,CAR,2,2023-11-29 20:43:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING
FKN00GL143473,SCOOTER,2,2023-12-10 01:52:46+00:00,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL230625,CAR,2,2023-11-29 20:42:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING
FKN00GL23062,PASSENGER AUTO,2,2024-03-29 23:29:46+00:00,"Da Ra Bendre Road, Orion, Brigade Gateway",WRONG PARKING | NO PARKING
FKN00GL230577,MOTOR CYCLE,2,2024-03-14 05:46:46+00:00,"4th Cross Road, Vinayaka Nagar, Hebbal",NO PARKING | DEFECTIVE NUMBER PLATE | WRONG PARKING
FKN00GL23050,SCOOTER,2,2024-03-30 04:41:46+00:00,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1",NO PARKING
FKN00GL23048,PASSENGER AUTO,2,2024-03-30 03:20:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL230785,CAR,2,2023-11-29 02:54:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",NO PARKING
FKN00GL143316,CAR,2,2024-03-04 23:09:46+00:00,"Hosur Road, Singasandra Industrial Estate, Begur",NO PARKING | WRONG PARKING
FKN00GL143335,PASSENGER AUTO,2,2024-03-08 02:39:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING
